lncRNA	Chromosome	Start	End
AC006116.6	chr19	56311928	56312486
AC006116.7	chr19	56347081	56348183
AC006116.9	chr19	56314703	56365316
AC006130.1	chr19	2847227	2858716
AC006130.3	chr19	2862270	2864428
AC006141.1	chr17	51249579	51251748
AC006144.2	chrX	121065882	121078538
AC006146.1	chr14	73698103	73700351
AC006148.1	chr7	124032126	124489572
AC006148.2	chr7	124274671	124288852
AC006150.1	chr7	14814131	14816565
AC006153.1	chr7	90403434	90513391
AC006157.1	chrY	2934406	2934771
AC006159.1	chr7	116542718	116551969
AC006159.2	chr7	116563594	116571234
AC006160.1	chr4	17586267	17614585
AC006197.2	chr12	41951493	42024329
AC006205.1	chr12	590633	591269
AC006205.2	chr12	585865	586486
AC006206.1	chr12	5315961	5319347
AC006206.2	chr12	5290480	5383653
AC006207.1	chr12	3752518	3757842
AC006213.1	chr19	43996896	44003298
AC006213.2	chr19	43891804	43901805
AC006213.3	chr19	43901909	43927767
AC006213.4	chr19	43976815	43977448
AC006213.5	chr19	43978376	43978663
AC006213.7	chr19	43897211	43898533
AC006230.1	chr4	11426874	11467802
AC006237.1	chr17	35757199	35758325
AC006238.1	chr18	9912316	9912849
AC006238.2	chr18	9840340	9841559
AC006249.1	chr18	28146233	28146703
AC006252.1	chr3	52239258	52241097
AC006262.1	chr19	46201552	46214838
AC006262.2	chr19	46163893	46180647
AC006262.3	chr19	46228964	46230388
AC006270.1	chr17	63117019	63130947
AC006272.1	chr19	51839771	51840945
AC006273.1	chr19	781002	781862
AC006288.1	chr9	119495375	119524125
AC006296.1	chr4	14390439	14393992
AC006296.2	chr4	14383123	14409078
AC006296.3	chr4	14359400	14453625
AC006299.1	chr11	22829380	22945393
AC006305.2	chr18	56003613	56191262
AC006305.3	chr18	56061109	56063078
AC006305.4	chr18	56137573	56150102
AC006333.1	chr7	123749068	123751166
AC006348.1	chr7	152925233	152936981
AC006355.2	chr7	79139829	79177210
AC006357.1	chr7	156944721	156945645
AC006364.1	chr7	121304657	121309842
AC006369.1	chr2	37562486	37646698
AC006369.2	chr2	37744333	37747046
AC006372.1	chr7	157501322	157503908
AC006372.2	chr7	157513294	157518658
AC006372.3	chr7	157466231	157499716
AC006387.1	chr7	107066591	107133733
AC006398.1	chr7	31202831	31235648
AC006427.2	chr4	16322954	16326967
AC006435.1	chr17	2384847	2386664
AC006435.2	chr17	2375061	2379306
AC006435.3	chr17	2366589	2366791
AC006441.1	chr17	38903704	38904600
AC006441.3	chr17	38918801	38921769
AC006441.4	chr17	39003248	39013032
AC006445.3	chr4	13491185	13516498
AC006449.1	chr17	38601049	38602701
AC006449.2	chr17	38703480	38706261
AC006449.3	chr17	38715328	38720272
AC006449.5	chr17	38749360	38751457
AC006449.7	chr17	38702452	38704747
AC006450.1	chr9	124010530	124011114
AC006450.2	chr9	124031624	124032524
AC006450.3	chr9	124006277	124009396
AC006452.2	chr7	140640909	140669476
AC006455.1	chr7	63326674	63354326
AC006455.4	chr7	63354457	63359306
AC006455.5	chr7	63348861	63351774
AC006455.8	chr7	63233115	63241645
AC006458.1	chr7	15066207	15068651
AC006459.1	chr7	52493152	52503434
AC006460.1	chr2	190676944	190708716
AC006460.2	chr2	190607660	190649840
AC006478.1	chr7	51773836	51781162
AC006478.2	chr7	51849086	51864798
AC006480.3	chr7	67333047	67334383
AC006482.1	chr7	17679549	17680659
AC006483.2	chr7	5556731	5557245
AC006487.1	chr17	49505657	49574064
AC006487.2	chr17	49544788	49577962
AC006504.1	chr19	27757184	27760849
AC006504.2	chr19	27849635	27889222
AC006504.5	chr19	27793431	27984984
AC006504.7	chr19	27802838	27803472
AC006511.5	chr12	8014093	8019007
AC006511.6	chr12	8082269	8138548
AC006511.7	chr12	7954216	7972759
AC006517.6	chr12	7838914	7844395
AC006525.1	chr5	130655383	130944178
AC006538.1	chr19	2727743	2729327
AC006538.3	chr19	2700689	2701266
AC006538.4	chr19	2721710	2724517
AC006547.1	chr22	20058030	20070569
AC006547.2	chr22	20110821	20111875
AC006547.3	chr22	20064552	20065705
AC006557.1	chr18	14089935	14091019
AC006557.3	chr18	14104542	14105226
AC006566.1	chr18	8154558	8155070
AC006566.2	chr18	8133203	8136032
AC006581.1	chr12	8987175	8996566
AC006581.2	chr12	8858143	8915276
AC006942.1	chr19	49808933	49809738
AC006946.2	chr22	17067821	17070675
AC006946.3	chr22	17080701	17081456
AC006947.1	chr17	66676372	66677404
AC006960.3	chr7	36463023	36504513
AC006960.4	chr7	36319775	36320479
AC006967.2	chr7	157057709	157058514
AC006967.3	chr7	157109980	157111072
AC006970.3	chr7	56214979	56220747
AC006972.1	chr7	76818377	76903041
AC006974.1	chr7	148473599	148503458
AC006974.2	chr7	148543677	148572177
AC006994.2	chr2	210171518	210233976
AC007000.4	chr7	77043721	77198626
AC007001.1	chr7	20096137	20130475
AC007003.1	chr7	76902480	76919191
AC007009.1	chr7	8262233	8262821
AC007014.1	chr16	11066496	11071102
AC007014.2	chr16	11056556	11057034
AC007029.2	chr7	10940423	10940735
AC007032.1	chr7	106285480	106286326
AC007036.1	chr7	30176387	30179014
AC007036.2	chr7	30140870	30141417
AC007036.3	chr7	30157531	30159534
AC007036.5	chr7	30129507	30134714
AC007038.1	chr2	210028417	210029156
AC007040.1	chr2	70994510	71002754
AC007064.2	chr22	16869478	16871126
AC007066.2	chr9	122937623	122940333
AC007066.3	chr9	122940733	122941260
AC007091.1	chr7	19353531	19578606
AC007092.1	chr2	59014354	59277688
AC007098.1	chr2	62957326	63048640
AC007099.1	chr2	75524068	75542706
AC007099.2	chr2	75474453	75482579
AC007100.1	chr2	59218680	60100200
AC007100.2	chr2	59778685	59791656
AC007106.1	chr4	27964517	27985063
AC007106.2	chr4	27917753	27943065
AC007114.1	chr17	57071814	57085024
AC007114.2	chr17	57092145	57096425
AC007126.1	chr4	13777377	13782157
AC007128.1	chr7	8262264	8344516
AC007128.2	chr7	8303741	8341343
AC007130.1	chr7	27617474	27627496
AC007132.1	chr2	60057601	60071127
AC007159.1	chr3	137791973	137796678
AC007161.3	chr7	7640752	8004053
AC007179.1	chr2	59434552	59442261
AC007179.2	chr2	59238703	59733396
AC007182.1	chr14	75574888	75579588
AC007192.2	chr19	18144522	18151691
AC007193.1	chr19	46382492	46383169
AC007193.2	chr19	46320197	46340004
AC007193.3	chr19	46390515	46390852
AC007216.1	chr16	11976851	11977850
AC007216.2	chr16	11908208	11908916
AC007216.3	chr16	11881075	11882569
AC007216.4	chr16	11851649	11895611
AC007218.1	chr16	9666885	9676843
AC007218.2	chr16	9794637	9805571
AC007218.3	chr16	9808856	9810726
AC007220.1	chr16	11196177	11224969
AC007220.2	chr16	11155298	11162818
AC007221.1	chr16	9541970	9614899
AC007222.2	chr16	7301605	7304638
AC007223.1	chr16	6573767	6577359
AC007240.3	chr2	10287800	10302485
AC007250.1	chr2	58241349	58241686
AC007255.1	chr7	29514224	29563670
AC007262.2	chr14	81012099	81170429
AC007269.1	chr7	159107761	159109216
AC007271.1	chr2	102037963	102058190
AC007272.1	chr2	201101382	201103136
AC007277.1	chr2	170640374	170695374
AC007278.1	chr2	102438713	102440475
AC007278.2	chr2	102433957	102435340
AC007279.2	chr2	201643398	201645990
AC007283.1	chr2	201166965	201167546
AC007285.1	chr7	29988600	30027543
AC007285.2	chr7	30069658	30075115
AC007292.1	chr19	4363789	4364640
AC007292.2	chr19	4356637	4358448
AC007292.3	chr19	4347244	4354057
AC007298.1	chr12	96025323	96027971
AC007298.2	chr12	95996521	96011489
AC007308.1	chr22	20889206	20891214
AC007314.1	chr2	10589166	10604830
AC007317.1	chr2	40591285	40679604
AC007317.2	chr2	40620667	40639632
AC007319.1	chr2	187003220	187556288
AC007326.2	chr22	18951934	18959512
AC007326.5	chr22	18936411	18947741
AC007327.2	chr7	36229280	36231107
AC007333.1	chr16	52238081	52269574
AC007333.2	chr16	52198012	52227956
AC007336.1	chr16	55538200	55542027
AC007336.2	chr16	55425574	55426130
AC007342.1	chr16	53448748	53449590
AC007342.4	chr16	53373479	53385019
AC007342.5	chr16	53386944	53389085
AC007343.1	chr16	54490281	54491396
AC007344.1	chr16	51354456	51525157
AC007347.1	chr16	54033997	54054583
AC007349.1	chr7	36750687	36763081
AC007349.2	chr7	36838972	36841373
AC007349.3	chr7	36781008	36782789
AC007349.4	chr7	36734004	36734535
AC007350.1	chr7	34124948	34128126
AC007359.1	chrY	22100814	22147484
AC007362.1	chr2	205756469	205764006
AC007365.1	chr2	64644612	64646698
AC007368.1	chr12	126191151	126434227
AC007370.1	chr4	12947574	12948670
AC007370.2	chr4	12859101	12864961
AC007375.3	chr14	77140683	77142996
AC007376.2	chr14	76710658	76761388
AC007378.1	chr2	36513255	36513732
AC007381.1	chr2	60336446	60439828
AC007381.2	chr2	60383141	60385794
AC007383.2	chr2	206084605	206086564
AC007383.3	chr2	206115547	206122323
AC007384.1	chr7	104940943	105000713
AC007387.2	chr2	74754773	74760227
AC007387.3	chr2	74723873	74778780
AC007389.1	chr2	65436711	66200373
AC007389.3	chr2	65589566	65640177
AC007389.5	chr2	65623272	65628424
AC007390.2	chr2	37208875	37212677
AC007391.1	chr2	37325340	37326797
AC007391.2	chr2	37339957	37343796
AC007391.3	chr2	37466781	37524807
AC007402.1	chr2	51032601	52407917
AC007402.2	chr2	51441959	51455913
AC007403.1	chr2	67040546	67041966
AC007405.2	chr2	170700368	170813670
AC007405.3	chr2	170814686	170818037
AC007405.4	chr2	170766878	170778729
AC007405.5	chr2	170820066	170821295
AC007406.1	chr12	193036	194130
AC007406.2	chr12	253442	257299
AC007406.3	chr12	166856	182399
AC007406.4	chr12	203642	205094
AC007406.5	chr12	273954	277123
AC007422.1	chr2	67565604	67684077
AC007423.1	chr17	70778604	70779230
AC007431.1	chr17	57600856	57608412
AC007431.2	chr17	57522248	57523597
AC007432.1	chr17	71678899	71743468
AC007448.3	chr17	67224303	67225541
AC007448.4	chr17	67244837	67245806
AC007448.5	chr17	67244282	67273503
AC007450.1	chr12	11541395	11555838
AC007463.1	chr2	7886767	7899725
AC007463.2	chr2	7937282	7953402
AC007483.1	chr3	34692820	34694174
AC007485.1	chr17	54964474	54964679
AC007491.1	chr16	54628963	54657662
AC007493.1	chr16	50407184	50546347
AC007493.2	chr16	50368580	50371480
AC007494.2	chr16	47196311	47202429
AC007495.1	chr16	56109537	56137000
AC007496.1	chr16	53998313	53999969
AC007496.2	chr16	53981229	53981912
AC007497.1	chr16	53628256	53628816
AC007497.2	chr16	53544339	53545689
AC007513.1	chr12	96422326	96485442
AC007527.1	chr12	13526854	13547582
AC007527.2	chr12	13540231	13544540
AC007528.1	chr12	16420653	16447217
AC007529.1	chr12	16693800	16695977
AC007529.2	chr12	16661766	16788375
AC007533.2	chr16	47299447	47317814
AC007535.1	chr12	13582031	13620077
AC007540.2	chr12	107610034	107617721
AC007541.1	chr12	106954029	106955497
AC007546.1	chr12	110032245	110032803
AC007552.2	chr12	16567411	16573940
AC007556.1	chr2	169100743	169101210
AC007557.1	chr2	216868012	216869156
AC007557.2	chr2	216854389	216855132
AC007557.3	chr2	216870441	216873932
AC007557.4	chr2	216866332	216867813
AC007563.1	chr2	216799608	216805335
AC007563.2	chr2	216694464	216994079
AC007563.4	chr2	216821077	216831910
AC007566.1	chr7	92457564	92495601
AC007569.1	chr12	108628668	108642349
AC007570.1	chr12	109445410	109447497
AC007595.1	chr16	10691273	10692973
AC007598.1	chr16	12372812	12373899
AC007598.2	chr16	12366982	12372582
AC007599.2	chr16	47529190	47529916
AC007601.1	chr16	12086746	12090302
AC007601.2	chr16	12093627	12095307
AC007603.1	chr16	49920730	49924154
AC007608.1	chr16	50606076	50613684
AC007608.2	chr16	50551824	50553940
AC007608.3	chr16	50664903	50671639
AC007610.2	chr16	50046429	50066224
AC007610.3	chr16	50100339	50121943
AC007610.7	chr16	50120064	50129904
AC007611.1	chr16	48623422	48746318
AC007613.1	chr16	11741910	11744506
AC007614.1	chr16	49282021	49350504
AC007619.1	chr12	12485353	12491581
AC007620.2	chr3	179396961	179399191
AC007620.3	chr3	179405448	179405944
AC007622.2	chr12	107736555	107759968
AC007631.1	chr18	65186159	65187018
AC007637.1	chr12	109111218	109125594
AC007638.1	chr17	55325757	55327791
AC007638.2	chr17	55271504	55273653
AC007639.1	chr17	72425939	72428852
AC007649.1	chr12	107219764	107223576
AC007652.1	chr7	35496021	35510263
AC007652.2	chr7	35372349	35379675
AC007652.3	chr7	35313838	35377071
AC007655.1	chr12	14841092	14844708
AC007655.2	chr12	14805108	14808177
AC007656.1	chr12	97024021	97127626
AC007656.2	chr12	96985656	97185609
AC007656.4	chr12	97155234	97160538
AC007663.2	chr22	20198729	20204918
AC007663.3	chr22	20320739	20321203
AC007663.4	chr22	20318119	20318749
AC007666.1	chr22	17580157	17589192
AC007666.2	chr22	17521514	17570078
AC007671.1	chr12	22104491	22105320
AC007673.1	chr18	54879457	54880809
AC007679.2	chr2	205989585	206000858
AC007681.1	chr2	75154366	75189949
AC007682.1	chr2	51011777	51016950
AC007684.2	chr2	39323328	39323804
AC007686.2	chr14	77048172	77086457
AC007686.3	chr14	77028086	77031572
AC007686.4	chr14	76958098	77000609
AC007686.5	chr14	77084689	77085977
AC007687.1	chr3	179804063	179804366
AC007688.3	chr12	12962300	12963539
AC007695.1	chr12	106867177	106871505
AC007728.1	chr16	50783859	50803338
AC007728.2	chr16	50727417	50742815
AC007728.3	chr16	50712844	50713589
AC007731.3	chr22	20343203	20344365
AC007731.4	chr22	20522070	20523870
AC007731.6	chr22	20348758	20354387
AC007736.1	chr2	204668863	204678698
AC007743.1	chr2	56173534	56185870
AC007744.1	chr2	56147630	56386171
AC007749.1	chr2	216995906	216996490
AC007749.2	chr2	217061067	217064818
AC007750.1	chr2	162159762	162173223
AC007773.1	chr19	32390050	32405560
AC007780.1	chr17	68413623	68524949
AC007785.1	chr19	46101122	46196218
AC007785.3	chr19	46027648	46031667
AC007786.1	chr19	29213235	29216604
AC007786.2	chr19	29220864	29221666
AC007786.3	chr19	29222542	29223137
AC007786.4	chr19	29268976	29298576
AC007787.1	chr19	13069792	13071374
AC007795.1	chr19	28869507	28879176
AC007823.1	chr3	179340322	179341887
AC007834.1	chr12	109880676	109888467
AC007846.1	chr17	5772234	5930696
AC007848.1	chr12	5388589	5406651
AC007848.2	chr12	5366048	5367774
AC007849.1	chr3	169613510	169623951
AC007861.1	chr16	49442910	49454109
AC007861.2	chr16	49454229	49457269
AC007876.1	chrY	21038289	21044724
AC007877.1	chr2	40534806	40545781
AC007878.1	chr2	71373938	71376320
AC007879.1	chr2	207173634	207222790
AC007879.2	chr2	207226949	207228308
AC007879.3	chr2	207186717	207236066
AC007879.4	chr2	207235299	207237875
AC007879.5	chr2	207217532	207219145
AC007880.2	chr2	64836985	64848264
AC007881.2	chr2	71002531	71064743
AC007881.3	chr2	71067519	71068125
AC007881.4	chr2	71112877	71117406
AC007906.1	chr16	53168522	53169450
AC007907.1	chr16	54239693	54240654
AC007920.1	chr3	187197090	187207629
AC007920.2	chr3	187291272	187297933
AC007922.2	chr18	24489375	24491080
AC007922.3	chr18	24435364	24439638
AC007922.4	chr18	24516699	24544154
AC007922.5	chr18	24500399	24508133
AC007923.1	chr17	31762440	31769048
AC007923.4	chr17	31583162	31637543
AC007938.1	chr7	130481491	130484392
AC007938.2	chr7	130495794	130498427
AC007938.3	chr7	130507660	130508282
AC007948.1	chr18	65105873	65125710
AC007950.1	chr15	63456294	63469356
AC007950.2	chr15	63500737	63503083
AC007952.1	chr17	19155727	19159111
AC007952.2	chr17	19092974	19096837
AC007952.3	chr17	19077775	19087878
AC007952.4	chr17	19112000	19112636
AC007952.5	chr17	19160789	19162274
AC007952.6	chr17	19141017	19143689
AC007952.7	chr17	19091069	19091825
AC007952.8	chr17	19164209	19174436
AC007952.9	chr17	19150279	19151286
AC007953.1	chr3	177930758	177940299
AC007953.2	chr3	177952327	177959817
AC007991.2	chr8	39914229	39915721
AC007991.3	chr8	39903775	39995248
AC007991.4	chr8	39918076	39920890
AC007993.2	chr17	43927563	43932622
AC007993.3	chr17	43914433	43923001
AC007996.1	chr18	26542971	26545791
AC007998.3	chr18	35443869	35467088
AC007998.4	chr18	35403996	35406528
AC008011.2	chr12	27958517	27969813
AC008014.1	chr12	46383652	46876784
AC008026.3	chr17	62549726	62552121
AC008033.3	chr12	68426331	68427737
AC008035.1	chr12	46537502	46652550
AC008040.1	chr3	169939353	169966734
AC008050.1	chr14	76495363	76726712
AC008055.2	chr12	98420448	98423721
AC008056.1	chr14	79661666	79791263
AC008056.2	chr14	79611418	79633311
AC008056.3	chr14	79639754	79644431
AC008060.1	chr7	155382076	155396356
AC008060.2	chr7	155510283	155518623
AC008060.3	chr7	155421206	155457099
AC008060.4	chr7	155399922	155401782
AC008060.5	chr7	155412596	155421884
AC008063.1	chr2	162092232	162095032
AC008067.1	chr2	80572681	80618777
AC008073.1	chr2	24199839	24201698
AC008073.2	chr2	24165884	24175005
AC008074.2	chr2	64522187	64524093
AC008079.1	chr22	18110759	18131154
AC008080.1	chr7	33725981	33728456
AC008080.2	chr7	33730292	33732064
AC008080.3	chr7	33868501	33874231
AC008080.4	chr7	33793167	33803190
AC008083.2	chr12	47237734	47279021
AC008083.3	chr12	47248124	47257539
AC008083.4	chr12	47265665	47266108
AC008088.1	chr17	20323058	20323337
AC008103.1	chr22	18883502	18884682
AC008105.1	chr17	45238028	45241734
AC008105.3	chr17	45190931	45222222
AC008114.1	chr12	14530124	14543575
AC008115.1	chr12	12723297	12724011
AC008115.2	chr12	12668982	12685075
AC008115.3	chr12	12718973	12719521
AC008115.4	chr12	12648939	12649713
AC008119.1	chr12	108532074	108539738
AC008121.3	chr12	50934942	50935464
AC008121.4	chr12	50953924	50954356
AC008124.1	chr12	45718046	45727775
AC008125.1	chr12	115077325	115080153
AC008127.1	chr12	45050901	45103107
AC008133.1	chr17	33111858	33131743
AC008147.1	chr12	50219604	50229984
AC008147.2	chr12	50185580	50191363
AC008149.1	chr12	96222797	96223973
AC008149.2	chr12	96229563	96235650
AC008154.1	chr7	134346071	134350791
AC008154.2	chr7	134284500	134286055
AC008164.1	chr2	16728124	16769567
AC008170.1	chr2	34134371	34220575
AC008175.1	chrY	22438940	22485592
AC008180.2	chr3	175473919	175477602
AC008250.1	chr12	21827210	21887957
AC008250.2	chr12	21828360	21828564
AC008264.2	chr7	131493964	131497694
AC008267.5	chr7	66493607	66495758
AC008268.1	chr2	95660588	95668727
AC008269.1	chr2	206798325	206926876
AC008269.2	chr2	206821190	206822294
AC008273.1	chr2	229407358	229408328
AC008277.1	chr2	159386367	159404636
AC008278.1	chr2	15668684	15680484
AC008278.2	chr2	15564170	15573868
AC008280.3	chr2	54082554	54085066
AC008281.1	chr2	219904983	219912834
AC008378.2	chr5	173144162	173145039
AC008391.1	chr5	56488486	56491499
AC008393.1	chr5	179859013	179861283
AC008394.1	chr5	87205408	87240145
AC008395.1	chr19	37963853	37964790
AC008403.2	chr19	48465348	48469693
AC008403.3	chr19	48547637	48597238
AC008406.1	chr5	135124380	135131249
AC008406.2	chr5	135120526	135139681
AC008406.3	chr5	135034521	135035894
AC008413.2	chr5	174986295	174987050
AC008415.1	chr5	165349030	165778689
AC008429.1	chr5	172954786	172959392
AC008429.3	chr5	172954907	172957162
AC008434.1	chr5	80630313	80631590
AC008438.1	chr5	140370891	140401460
AC008438.2	chr5	140348484	140357794
AC008440.1	chr19	53874626	53876049
AC008443.1	chr5	181246507	181272167
AC008443.2	chr5	181224646	181230685
AC008443.3	chr5	181281375	181283652
AC008443.4	chr5	181205361	181206120
AC008443.5	chr5	181191875	181194429
AC008443.6	chr5	181195496	181203103
AC008443.8	chr5	181276848	181277555
AC008443.9	chr5	181207480	181217864
AC008453.1	chr5	150670658	150672390
AC008453.2	chr5	150621007	150626779
AC008456.1	chr5	160613873	160639183
AC008459.1	chr5	67356663	67366303
AC008462.1	chr5	108382156	108418016
AC008464.1	chr5	167937717	167953469
AC008467.1	chr5	109237120	109326369
AC008474.1	chr19	32666298	32673210
AC008494.2	chr5	115188563	115188932
AC008494.3	chr5	115262505	115263448
AC008496.2	chr5	79774348	79816190
AC008496.3	chr5	79840797	79845239
AC008505.1	chr5	103880129	103891404
AC008507.2	chr19	30028741	30029916
AC008507.4	chr19	30058229	30060797
AC008507.5	chr19	30078133	30085893
AC008514.1	chr5	170747047	170788650
AC008517.1	chr5	92823935	92844992
AC008522.1	chr5	98792861	98795766
AC008525.1	chr5	88691757	88695041
AC008525.2	chr5	88692651	88692859
AC008532.1	chr19	47255850	47256477
AC008534.1	chr5	94788789	94793599
AC008537.2	chr19	40831221	40837210
AC008537.4	chr19	40779780	40796943
AC008539.1	chr5	86797685	86800280
AC008543.1	chr19	11639754	11686569
AC008543.3	chr19	11725961	11730783
AC008543.4	chr19	11841241	11842439
AC008543.5	chr19	11796084	11798598
AC008549.1	chr5	115738978	115756543
AC008549.2	chr5	115691462	115692167
AC008551.1	chr16	21120758	21130108
AC008554.1	chr19	20432552	20571095
AC008555.1	chr19	34811589	34814345
AC008555.2	chr19	34837889	34872479
AC008555.4	chr19	34849046	34860747
